h,demand,cf_wind,cf_solar,cf_gas
h698,15647.5,0.387,0.0,1.0
h699,17912.7,0.309,0.0,1.0
h700,17689.7,0.444,0.025,1.0
h701,18179.4,0.303,0.0,1.0
h702,20242.8,0.526,0.0,1.0
h703,19639.0,0.409,0.0,1.0
h704,19814.6,0.518,0.326,1.0
h705,20326.4,0.384,0.445,1.0
h706,22536.6,0.444,0.68,1.0
h707,21325.9,0.439,0.862,1.0
h708,23851.7,0.419,0.96,1.0
h709,20673.6,0.388,0.983,1.0
h710,23389.5,0.454,0.963,1.0
h711,21717.9,0.349,0.828,1.0
h712,20845.6,0.326,0.718,1.0
h713,19761.3,0.523,0.43,1.0
h714,19740.8,0.481,0.258,1.0
h715,18618.9,0.429,0.0,1.0
h716,18815.0,0.557,0.03,1.0
h717,17411.8,0.402,0.053,1.0
h718,16974.9,0.529,0.0,1.0
h719,16275.5,0.438,0.042,1.0
h720,16429.3,0.342,0.0,1.0
h721,16831.9,0.572,0.0,1.0
h722,15522.3,0.503,0.052,1.0
h723,16288.9,0.414,0.016,1.0
h724,18578.0,0.482,0.0,1.0
h725,18831.6,0.392,0.021,1.0
h726,19305.1,0.491,0.008,1.0
h727,20217.2,0.233,0.0,1.0
h728,21170.8,0.343,0.219,1.0
h729,21042.6,0.503,0.492,1.0
h730,21283.4,0.405,0.726,1.0
h731,22312.9,0.441,0.862,1.0
h732,21423.2,0.317,0.993,1.0
h733,22376.1,0.573,1.0,1.0
h734,20333.4,0.52,0.94,1.0
h735,21988.8,0.409,0.826,1.0
h736,20871.2,0.393,0.702,1.0
h737,19926.5,0.508,0.484,1.0
h738,19687.2,0.584,0.269,1.0
h739,19416.6,0.502,0.0,1.0
h740,18135.7,0.599,0.0,1.0
h741,15196.9,0.352,0.032,1.0
h742,15138.5,0.36,0.004,1.0
h743,15333.3,0.331,0.0,1.0
h744,15722.8,0.461,0.001,1.0
h745,16188.2,0.44,0.041,1.0
h746,15460.7,0.414,0.009,1.0
h747,16631.6,0.491,0.018,1.0
h748,16458.7,0.525,0.0,1.0
h749,17251.5,0.304,0.031,1.0
h750,17340.3,0.379,0.07,1.0
h751,18446.2,0.492,0.0,1.0
h752,18764.1,0.389,0.223,1.0
h753,19618.2,0.363,0.505,1.0
h754,21646.8,0.508,0.733,1.0
h755,20269.4,0.324,0.863,1.0
h756,23161.0,0.403,0.934,1.0
h757,21271.4,0.454,0.997,1.0
h758,20650.3,0.381,0.984,1.0
h759,19267.1,0.49,0.854,1.0
h760,19824.7,0.382,0.725,1.0
h761,18017.3,0.54,0.535,1.0
h762,17741.3,0.418,0.266,1.0
h763,18863.3,0.481,0.0,1.0
h764,15968.4,0.488,0.025,1.0
h765,16301.9,0.378,0.0,1.0
h766,14306.1,0.264,0.0,1.0
h767,14507.1,0.457,0.0,1.0
h768,15817.8,0.434,0.0,1.0
h769,13970.8,0.473,0.0,1.0
h770,16190.6,0.41,0.055,1.0
h771,15750.3,0.394,0.065,1.0
h772,15319.5,0.589,0.0,1.0
h773,16959.5,0.311,0.003,1.0
h774,17964.7,0.487,0.0,1.0
h775,18413.2,0.383,0.033,1.0
h776,17331.9,0.402,0.298,1.0
h777,18573.4,0.404,0.447,1.0
h778,19377.2,0.365,0.721,1.0
h779,19757.7,0.475,0.827,1.0
h780,20358.6,0.541,1.0,1.0
h781,19846.2,0.467,1.0,1.0
h782,18283.3,0.438,0.941,1.0
h783,19130.7,0.351,0.859,1.0
h784,18650.8,0.471,0.698,1.0
h785,17850.2,0.602,0.516,1.0
h786,17461.0,0.399,0.29,1.0
h787,16464.7,0.4,0.0,1.0
h788,15425.9,0.385,0.055,1.0
h789,14372.2,0.391,0.048,1.0
h790,12619.5,0.211,0.0,1.0
h791,13993.5,0.463,0.002,1.0
h792,13718.3,0.363,0.051,1.0
h793,13878.1,0.302,0.037,1.0
h794,12946.3,0.491,0.0,1.0
h795,13586.0,0.344,0.024,1.0
h796,15919.5,0.404,0.09,1.0
h797,15771.1,0.548,0.003,1.0
h798,17123.7,0.318,0.0,1.0
h799,17373.6,0.308,0.005,1.0
h800,18091.4,0.453,0.266,1.0
h801,19430.2,0.523,0.484,1.0
h802,18732.5,0.305,0.72,1.0
h803,19510.5,0.464,0.828,1.0
h804,19155.3,0.478,0.945,1.0
h805,19066.8,0.267,1.0,1.0
h806,18862.3,0.496,0.913,1.0
h807,18810.2,0.502,0.893,1.0
h808,17633.6,0.407,0.646,1.0
h809,18309.7,0.532,0.448,1.0
h810,15832.0,0.523,0.244,1.0
h811,15648.1,0.44,0.009,1.0
h812,14755.5,0.396,0.04,1.0
h813,15683.2,0.354,0.002,1.0
h814,14251.2,0.429,0.0,1.0
h815,14669.3,0.478,0.017,1.0
h816,12605.7,0.407,0.0,1.0
h817,14164.1,0.257,0.004,1.0
h818,15016.2,0.534,0.0,1.0
h819,14900.4,0.448,0.002,1.0
h820,16359.3,0.403,0.0,1.0
h821,15864.5,0.502,0.0,1.0
h822,18226.5,0.555,0.005,1.0
h823,19754.9,0.209,0.005,1.0
h824,18385.6,0.468,0.294,1.0
h825,18974.0,0.319,0.451,1.0
h826,21000.6,0.473,0.704,1.0
h827,21430.5,0.444,0.842,1.0
h828,19879.8,0.485,0.991,1.0
h829,19889.8,0.394,1.0,1.0
h830,19733.2,0.284,0.98,1.0
h831,18442.3,0.398,0.844,1.0
h832,18202.1,0.467,0.733,1.0
h833,17456.0,0.515,0.454,1.0
h834,16920.1,0.34,0.206,1.0
h835,16787.5,0.516,0.0,1.0
h836,16342.0,0.383,0.0,1.0
h837,16841.5,0.463,0.02,1.0
h838,14397.4,0.394,0.0,1.0
h839,15758.5,0.449,0.04,1.0
h840,14773.7,0.506,0.004,1.0
h841,15083.7,0.337,0.0,1.0
h842,16037.4,0.38,0.003,1.0
h843,15148.1,0.45,0.033,1.0
h844,17041.4,0.627,0.018,1.0
h845,17655.3,0.366,0.033,1.0
h846,18750.3,0.598,0.0,1.0
h847,19416.1,0.596,0.0,1.0
h848,21919.0,0.428,0.231,1.0
h849,20107.3,0.412,0.551,1.0
h850,20706.5,0.38,0.725,1.0
h851,20966.4,0.43,0.95,1.0
h852,21154.5,0.323,0.95,1.0
h853,21017.7,0.43,0.977,1.0
h854,22210.6,0.556,0.96,1.0
h855,21952.3,0.387,0.906,1.0
h856,19773.9,0.417,0.695,1.0
h857,18880.5,0.3,0.503,1.0
h858,19190.4,0.466,0.261,1.0
h859,17642.5,0.458,0.001,1.0
h860,17918.2,0.442,0.0,1.0
h861,17007.2,0.419,0.0,1.0
h862,15212.1,0.413,0.0,1.0
h863,17420.7,0.477,0.0,1.0
h864,17574.7,0.435,0.028,1.0
h865,15805.7,0.462,0.053,1.0
h866,16338.2,0.454,0.0,1.0
h867,17402.2,0.527,0.0,1.0
h868,18105.2,0.491,0.0,1.0
h869,19124.5,0.453,0.006,1.0
h870,21011.8,0.559,0.0,1.0
h871,20060.9,0.471,0.007,1.0
h872,20302.8,0.542,0.291,1.0
h873,20468.2,0.486,0.423,1.0
h874,21467.0,0.29,0.72,1.0
h875,22323.7,0.542,0.85,1.0
h876,23883.5,0.449,0.978,1.0
h877,21925.1,0.434,0.971,1.0
h878,22211.4,0.461,1.0,1.0
h879,21536.0,0.411,0.892,1.0
h880,21873.7,0.456,0.723,1.0
h881,22218.8,0.391,0.523,1.0
h882,18996.8,0.54,0.236,1.0
h883,18257.5,0.429,0.0,1.0
h884,18767.7,0.408,0.023,1.0
h885,17866.0,0.365,0.0,1.0
h886,18332.0,0.46,0.043,1.0
h887,17033.5,0.454,0.0,1.0
h888,16187.4,0.47,0.015,1.0
h889,17058.1,0.357,0.063,1.0
h890,17777.4,0.311,0.0,1.0
h891,18023.9,0.489,0.002,1.0
h892,18389.2,0.558,0.032,1.0
h893,19548.2,0.357,0.029,1.0
h894,20387.7,0.567,0.0,1.0
h895,21308.2,0.462,0.0,1.0
h896,21411.7,0.439,0.251,1.0
h897,21340.7,0.408,0.542,1.0
h898,22023.4,0.329,0.697,1.0
h899,23121.4,0.519,0.866,1.0
h900,21552.3,0.378,0.95,1.0
h901,22344.5,0.378,1.0,1.0
h902,21380.8,0.519,0.968,1.0
h903,21188.4,0.29,0.833,1.0
h904,21515.9,0.318,0.676,1.0
h905,19874.5,0.439,0.439,1.0
h906,18938.2,0.464,0.233,1.0
h907,16996.4,0.479,0.024,1.0
h908,17921.2,0.416,0.04,1.0
h909,17186.0,0.643,0.021,1.0
h910,17892.7,0.423,0.017,1.0
h911,15586.9,0.422,0.0,1.0
h912,15877.2,0.377,0.023,1.0
h913,15973.6,0.451,0.009,1.0
h914,17303.3,0.49,0.054,1.0
h915,16405.9,0.538,0.0,1.0
h916,17286.2,0.322,0.04,1.0
h917,18227.0,0.422,0.026,1.0
h918,18614.9,0.477,0.022,1.0
h919,18827.6,0.489,0.0,1.0
h920,20000.7,0.442,0.286,1.0
h921,21257.8,0.485,0.494,1.0
h922,19982.7,0.377,0.691,1.0
h923,21135.3,0.567,0.818,1.0
h924,20495.0,0.521,0.962,1.0
h925,21832.8,0.334,0.997,1.0
h926,19283.9,0.356,0.923,1.0
h927,19506.6,0.358,0.818,1.0
h928,19566.3,0.497,0.719,1.0
h929,19730.3,0.34,0.524,1.0
h930,17591.1,0.416,0.264,1.0
h931,16371.1,0.479,0.035,1.0
h932,17550.1,0.437,0.0,1.0
h933,14224.1,0.463,0.0,1.0
h934,13109.6,0.358,0.0,1.0
h935,14887.1,0.491,0.0,1.0
h936,13999.5,0.394,0.056,1.0
h937,13655.4,0.417,0.034,1.0
h938,15307.3,0.462,0.0,1.0
h939,15379.2,0.452,0.005,1.0
h940,15318.2,0.445,0.0,1.0
h941,15429.4,0.383,0.0,1.0
h942,17884.7,0.42,0.0,1.0
h943,18435.9,0.444,0.011,1.0
h944,18508.8,0.334,0.282,1.0
h945,20632.4,0.407,0.51,1.0
h946,18719.2,0.475,0.7,1.0
h947,18596.9,0.342,0.857,1.0
h948,19308.5,0.537,0.989,1.0
h949,19667.6,0.546,1.0,1.0
h950,19546.3,0.345,0.963,1.0
h951,18633.5,0.553,0.861,1.0
h952,18444.0,0.433,0.714,1.0
h953,16401.1,0.478,0.483,1.0
h954,17751.4,0.405,0.282,1.0
h955,15731.8,0.518,0.0,1.0
h956,15952.4,0.477,0.0,1.0
h957,14702.5,0.38,0.018,1.0
h958,14313.7,0.352,0.0,1.0
h959,14105.6,0.328,0.0,1.0
h960,13910.3,0.46,0.002,1.0
h961,14175.0,0.491,0.0,1.0
h962,15031.0,0.497,0.0,1.0
h963,14608.1,0.436,0.023,1.0
h964,15644.2,0.353,0.0,1.0
h965,15731.0,0.391,0.039,1.0
h966,17730.6,0.538,0.0,1.0
h967,16809.9,0.407,0.0,1.0
h968,19508.4,0.457,0.269,1.0
h969,18647.4,0.36,0.462,1.0
h970,18000.7,0.473,0.734,1.0
h971,19536.1,0.409,0.876,1.0
h972,18980.3,0.53,0.912,1.0
h973,20086.9,0.508,0.993,1.0
h974,18587.5,0.407,0.972,1.0
h975,18275.6,0.436,0.843,1.0
h976,16505.0,0.402,0.658,1.0
h977,16943.3,0.333,0.505,1.0
h978,14608.6,0.378,0.324,1.0
h979,14530.4,0.462,0.0,1.0
h980,15715.6,0.473,0.047,1.0
h981,15154.2,0.459,0.0,1.0
h982,14434.4,0.423,0.006,1.0
h983,13070.2,0.522,0.023,1.0
h984,13755.9,0.452,0.0,1.0
h985,13947.6,0.503,0.0,1.0
h986,13377.9,0.305,0.022,1.0
h987,16037.3,0.133,0.057,1.0
h988,16208.8,0.47,0.009,1.0
h989,16101.6,0.333,0.0,1.0
h990,17120.5,0.43,0.0,1.0
h991,18082.5,0.423,0.076,1.0
h992,17042.4,0.575,0.261,1.0
h993,19132.6,0.48,0.479,1.0
h994,19292.3,0.461,0.668,1.0
h995,19365.6,0.515,0.805,1.0
h996,20073.2,0.477,0.97,1.0
h997,21664.1,0.411,1.0,1.0
h998,20471.3,0.534,0.947,1.0
h999,19060.9,0.359,0.859,1.0
h1000,19395.1,0.474,0.667,1.0
h1001,19378.8,0.325,0.5,1.0
h1002,18274.1,0.465,0.271,1.0
h1003,16862.9,0.464,0.0,1.0
h1004,15637.0,0.583,0.051,1.0
h1005,16159.7,0.324,0.0,1.0
h1006,15510.9,0.401,0.009,1.0
h1007,15687.2,0.515,0.025,1.0
h1008,15453.0,0.476,0.0,1.0
h1009,15962.9,0.463,0.0,1.0
h1010,15069.4,0.373,0.0,1.0
h1011,17100.1,0.402,0.041,1.0
h1012,16893.6,0.549,0.0,1.0
h1013,19182.4,0.445,0.016,1.0
h1014,17804.9,0.479,0.02,1.0
h1015,20573.5,0.44,0.0,1.0
h1016,20113.1,0.355,0.251,1.0
h1017,20096.4,0.524,0.536,1.0
h1018,20744.2,0.49,0.668,1.0
h1019,21208.6,0.634,0.923,1.0
h1020,21938.2,0.369,0.935,1.0
h1021,21945.9,0.516,0.956,1.0
h1022,20800.4,0.345,0.962,1.0
h1023,20796.4,0.463,0.925,1.0
h1024,21944.3,0.528,0.644,1.0
h1025,20928.4,0.285,0.491,1.0
h1026,19162.4,0.434,0.271,1.0
h1027,18114.7,0.405,0.001,1.0
h1028,17507.9,0.394,0.011,1.0
h1029,17335.7,0.481,0.0,1.0
h1030,15606.5,0.54,0.0,1.0
h1031,15976.8,0.44,0.0,1.0
h1032,14803.1,0.467,0.0,1.0
h1033,16615.4,0.46,0.0,1.0
h1034,17166.2,0.451,0.0,1.0
h1035,16786.9,0.364,0.0,1.0
h1036,19096.8,0.54,0.01,1.0
h1037,17617.0,0.475,0.0,1.0
h1038,18232.1,0.483,0.0,1.0
h1039,20382.0,0.387,0.07,1.0
h1040,21779.1,0.415,0.224,1.0
h1041,22918.8,0.437,0.534,1.0
h1042,21684.6,0.329,0.702,1.0
h1043,23213.2,0.317,0.839,1.0
h1044,22417.1,0.404,0.917,1.0
h1045,22201.1,0.494,0.994,1.0
h1046,22739.3,0.4,1.0,1.0
h1047,22071.0,0.371,0.846,1.0
h1048,19661.9,0.387,0.698,1.0
h1049,21378.4,0.416,0.525,1.0
h1050,20525.6,0.424,0.266,1.0
h1051,18148.6,0.626,0.0,1.0
h1052,18249.0,0.537,0.003,1.0
h1053,17715.7,0.535,0.045,1.0
h1054,17063.2,0.546,0.0,1.0
h1055,16126.2,0.373,0.0,1.0
h1056,15937.6,0.355,0.012,1.0
h1057,16565.2,0.364,0.0,1.0
h1058,17828.6,0.56,0.0,1.0
h1059,17802.4,0.409,0.0,1.0
h1060,17686.9,0.353,0.029,1.0
h1061,19312.3,0.419,0.0,1.0
h1062,17173.4,0.434,0.0,1.0
h1063,21121.5,0.475,0.0,1.0
h1064,19501.0,0.473,0.237,1.0
h1065,21184.4,0.387,0.497,1.0
h1066,21010.3,0.508,0.693,1.0
h1067,21120.5,0.402,0.82,1.0
h1068,23134.6,0.441,0.94,1.0
h1069,21675.4,0.509,1.0,1.0
h1070,21972.7,0.402,0.956,1.0
h1071,21127.9,0.408,0.853,1.0
h1072,20874.7,0.501,0.757,1.0
h1073,19783.1,0.385,0.516,1.0
h1074,17874.6,0.423,0.281,1.0
h1075,18881.3,0.499,0.0,1.0
h1076,16929.2,0.619,0.007,1.0
h1077,15424.4,0.503,0.0,1.0
h1078,15819.6,0.492,0.023,1.0
h1079,17033.8,0.497,0.0,1.0
h1080,16382.1,0.369,0.007,1.0
h1081,15495.1,0.464,0.005,1.0
h1082,15761.9,0.452,0.0,1.0
h1083,16224.8,0.481,0.088,1.0
h1084,18724.4,0.464,0.0,1.0
h1085,18046.3,0.485,0.0,1.0
h1086,18809.7,0.43,0.021,1.0
h1087,20009.0,0.46,0.0,1.0
h1088,20036.5,0.357,0.247,1.0
h1089,20191.7,0.43,0.461,1.0
h1090,20646.8,0.567,0.713,1.0
h1091,20971.7,0.481,0.87,1.0
h1092,21025.3,0.454,0.944,1.0
h1093,21458.9,0.607,1.0,1.0
h1094,20544.0,0.347,0.897,1.0
h1095,20539.9,0.367,0.833,1.0
h1096,19199.9,0.593,0.693,1.0
h1097,18540.8,0.46,0.458,1.0
h1098,16045.1,0.437,0.203,1.0
h1099,17548.3,0.36,0.0,1.0
h1100,16322.4,0.492,0.021,1.0
h1101,16180.9,0.5,0.038,1.0
h1102,12551.7,0.369,0.0,1.0
h1103,16205.8,0.445,0.022,1.0
h1104,14289.5,0.43,0.019,1.0
h1105,15358.9,0.477,0.037,1.0
h1106,13908.7,0.367,0.0,1.0
h1107,15674.4,0.557,0.0,1.0
h1108,14926.8,0.53,0.002,1.0
h1109,15954.6,0.428,0.0,1.0
h1110,18717.9,0.44,0.0,1.0
h1111,17763.2,0.446,0.0,1.0
h1112,18762.1,0.395,0.245,1.0
h1113,19851.2,0.422,0.497,1.0
h1114,19971.8,0.436,0.718,1.0
h1115,19937.6,0.586,0.842,1.0
h1116,20154.0,0.533,0.963,1.0
h1117,21626.8,0.532,0.985,1.0
h1118,19305.5,0.487,0.979,1.0
h1119,18987.4,0.368,0.847,1.0
h1120,19002.9,0.454,0.694,1.0
h1121,18286.8,0.535,0.481,1.0
h1122,17546.0,0.357,0.25,1.0
h1123,16308.5,0.509,0.0,1.0
h1124,14144.2,0.644,0.0,1.0
h1125,15735.1,0.543,0.023,1.0
h1126,13031.2,0.571,0.0,1.0
h1127,13891.9,0.476,0.0,1.0
h1128,12948.7,0.536,0.03,1.0
h1129,13609.5,0.401,0.0,1.0
h1130,14230.7,0.522,0.025,1.0
h1131,14708.0,0.511,0.0,1.0
h1132,15414.5,0.482,0.0,1.0
h1133,17093.8,0.564,0.0,1.0
h1134,16941.3,0.416,0.039,1.0
h1135,17155.7,0.444,0.0,1.0
h1136,18838.9,0.466,0.277,1.0
h1137,19631.1,0.377,0.462,1.0
h1138,18163.3,0.477,0.735,1.0
h1139,19911.5,0.322,0.918,1.0
h1140,20086.1,0.543,0.899,1.0
h1141,19176.3,0.463,0.951,1.0
h1142,20210.2,0.418,0.973,1.0
h1143,18512.5,0.393,0.867,1.0
h1144,18117.1,0.441,0.718,1.0
h1145,17166.6,0.515,0.474,1.0
h1146,16560.2,0.503,0.314,1.0
h1147,14920.5,0.403,0.004,1.0
h1148,13955.2,0.392,0.0,1.0
h1149,15801.2,0.512,0.0,1.0
h1150,13416.4,0.402,0.0,1.0
h1151,13050.7,0.465,0.048,1.0
h1152,12071.4,0.47,0.0,1.0
h1153,13439.3,0.485,0.015,1.0
h1154,13246.1,0.529,0.0,1.0
h1155,16148.2,0.359,0.0,1.0
h1156,16314.7,0.307,0.0,1.0
h1157,15727.8,0.415,0.018,1.0
h1158,18900.9,0.605,0.039,1.0
h1159,18701.2,0.622,0.0,1.0
h1160,18416.0,0.607,0.208,1.0
h1161,17330.9,0.445,0.515,1.0
h1162,21670.6,0.318,0.645,1.0
h1163,19055.2,0.273,0.886,1.0
h1164,18981.8,0.412,0.921,1.0
h1165,21044.0,0.445,0.948,1.0
h1166,21910.5,0.565,0.955,1.0
h1167,20625.3,0.531,0.818,1.0
h1168,19388.2,0.479,0.672,1.0
h1169,18735.1,0.39,0.501,1.0
h1170,18217.1,0.384,0.181,1.0
h1171,17422.4,0.482,0.049,1.0
h1172,16379.5,0.517,0.001,1.0
h1173,15684.4,0.493,0.0,1.0
h1174,15146.1,0.379,0.0,1.0
h1175,14367.9,0.514,0.03,1.0
h1176,14720.4,0.496,0.018,1.0
h1177,13768.9,0.376,0.042,1.0
h1178,15418.9,0.399,0.0,1.0
h1179,15255.4,0.517,0.009,1.0
h1180,15852.6,0.443,0.013,1.0
h1181,17666.1,0.589,0.021,1.0
h1182,19469.9,0.502,0.034,1.0
h1183,19919.4,0.423,0.0,1.0
h1184,18698.4,0.461,0.25,1.0
h1185,19825.8,0.467,0.471,1.0
h1186,21884.0,0.404,0.691,1.0
h1187,20678.9,0.39,0.869,1.0
h1188,21419.1,0.519,0.896,1.0
h1189,21967.6,0.53,1.0,1.0
h1190,20484.7,0.511,0.911,1.0
h1191,20900.2,0.584,0.838,1.0
h1192,19163.3,0.42,0.729,1.0
h1193,19065.3,0.597,0.499,1.0
h1194,19069.1,0.391,0.263,1.0
h1195,16809.9,0.382,0.0,1.0
h1196,17764.3,0.322,0.0,1.0
h1197,16829.2,0.428,0.028,1.0
h1198,16866.7,0.423,0.0,1.0
h1199,16361.9,0.505,0.0,1.0
h1200,17229.3,0.483,0.029,1.0
h1201,16396.2,0.368,0.0,1.0
h1202,16304.9,0.432,0.008,1.0
h1203,17271.3,0.434,0.001,1.0
h1204,18272.3,0.322,0.0,1.0
h1205,18636.7,0.385,0.0,1.0
h1206,19436.1,0.402,0.0,1.0
h1207,19640.8,0.579,0.0,1.0
h1208,20411.1,0.479,0.267,1.0
h1209,20449.6,0.517,0.468,1.0
h1210,23451.4,0.344,0.72,1.0
h1211,21355.1,0.56,0.839,1.0
h1212,21893.6,0.568,0.912,1.0
h1213,21764.4,0.304,0.97,1.0
h1214,22748.3,0.408,0.931,1.0
h1215,21313.2,0.504,0.876,1.0
h1216,21921.2,0.516,0.679,1.0
h1217,19658.4,0.41,0.48,1.0
h1218,19644.7,0.44,0.295,1.0
h1219,17980.7,0.417,0.015,1.0
h1220,19648.5,0.474,0.05,1.0
h1221,16370.4,0.561,0.038,1.0
h1222,17102.5,0.403,0.0,1.0
h1223,17073.4,0.545,0.03,1.0
h1224,16805.9,0.403,0.046,1.0
h1225,16437.4,0.397,0.046,1.0
h1226,16786.5,0.531,0.03,1.0
h1227,17402.5,0.539,0.029,1.0
h1228,17865.8,0.534,0.0,1.0
h1229,19466.0,0.36,0.0,1.0
h1230,21220.7,0.428,0.0,1.0
h1231,19756.4,0.531,0.0,1.0
h1232,19796.9,0.469,0.293,1.0
h1233,21403.8,0.38,0.479,1.0
h1234,23969.8,0.502,0.728,1.0
h1235,21513.3,0.409,0.807,1.0
h1236,23517.2,0.609,0.974,1.0
h1237,23391.7,0.59,0.959,1.0
h1238,21252.6,0.514,0.902,1.0
h1239,21620.6,0.575,0.892,1.0
h1240,21795.8,0.471,0.722,1.0
h1241,19418.4,0.528,0.493,1.0
h1242,18738.1,0.585,0.253,1.0
h1243,17618.9,0.486,0.013,1.0
h1244,16512.4,0.446,0.006,1.0
h1245,16150.2,0.33,0.0,1.0
h1246,15183.0,0.46,0.0,1.0
h1247,15860.4,0.533,0.059,1.0
h1248,15085.9,0.542,0.08,1.0
h1249,15961.1,0.507,0.047,1.0
h1250,14796.6,0.424,0.014,1.0
h1251,16746.9,0.309,0.0,1.0
h1252,17729.8,0.427,0.0,1.0
h1253,16145.7,0.443,0.0,1.0
h1254,18764.9,0.442,0.0,1.0
h1255,20166.9,0.517,0.065,1.0
h1256,18877.7,0.626,0.306,1.0
h1257,21737.0,0.477,0.509,1.0
h1258,21139.1,0.45,0.659,1.0
h1259,20464.9,0.447,0.869,1.0
h1260,21010.5,0.478,0.932,1.0
h1261,21323.4,0.401,0.907,1.0
h1262,20563.2,0.477,0.947,1.0
h1263,20384.8,0.504,0.816,1.0
h1264,18528.0,0.485,0.663,1.0
h1265,18613.3,0.504,0.478,1.0
h1266,16512.7,0.503,0.236,1.0
h1267,16726.3,0.326,0.0,1.0
h1268,15322.1,0.519,0.0,1.0
h1269,14794.1,0.414,0.0,1.0
h1270,15857.5,0.381,0.046,1.0
h1271,15408.2,0.38,0.0,1.0
h1272,14888.5,0.503,0.0,1.0
h1273,13598.6,0.451,0.0,1.0
h1274,14487.5,0.334,0.0,1.0
h1275,16154.6,0.507,0.044,1.0
h1276,15882.9,0.353,0.008,1.0
h1277,18309.1,0.48,0.017,1.0
h1278,17501.4,0.488,0.008,1.0
h1279,18069.4,0.54,0.007,1.0
h1280,18340.8,0.611,0.26,1.0
h1281,19261.9,0.36,0.427,1.0
h1282,19453.3,0.465,0.678,1.0
h1283,20383.8,0.447,0.874,1.0
h1284,20627.4,0.504,1.0,1.0
h1285,19075.2,0.486,0.933,1.0
h1286,18286.6,0.441,0.949,1.0
h1287,17357.5,0.434,0.822,1.0
h1288,18568.8,0.38,0.747,1.0
h1289,16519.7,0.548,0.444,1.0
h1290,14874.1,0.506,0.269,1.0
h1291,16108.4,0.543,0.0,1.0
h1292,17053.0,0.445,0.0,1.0
h1293,14423.5,0.417,0.0,1.0
h1294,14619.0,0.384,0.032,1.0
h1295,13715.3,0.499,0.0,1.0
h1296,13473.0,0.387,0.02,1.0
h1297,14396.1,0.618,0.001,1.0
h1298,13735.4,0.365,0.008,1.0
h1299,14664.8,0.492,0.029,1.0
h1300,15334.3,0.596,0.0,1.0
h1301,15268.3,0.518,0.024,1.0
h1302,17372.1,0.484,0.0,1.0
h1303,17211.0,0.393,0.033,1.0
h1304,17463.0,0.36,0.26,1.0
h1305,19108.8,0.532,0.477,1.0
h1306,18426.6,0.591,0.666,1.0
h1307,19456.2,0.436,0.862,1.0
h1308,19517.9,0.38,0.972,1.0
h1309,20283.1,0.274,0.951,1.0
h1310,19489.4,0.392,0.899,1.0
h1311,18612.5,0.462,0.858,1.0
h1312,18670.8,0.599,0.64,1.0
h1313,18417.3,0.525,0.444,1.0
h1314,16994.0,0.495,0.218,1.0
h1315,15805.8,0.439,0.0,1.0
h1316,14057.8,0.425,0.0,1.0
h1317,13673.5,0.584,0.0,1.0
h1318,13849.8,0.487,0.0,1.0
h1319,13356.2,0.303,0.019,1.0
h1320,13644.5,0.418,0.0,1.0
h1321,13995.8,0.403,0.0,1.0
h1322,14728.3,0.428,0.058,1.0
h1323,14778.2,0.517,0.0,1.0
h1324,15896.1,0.463,0.01,1.0
h1325,16329.9,0.466,0.0,1.0
h1326,15518.6,0.577,0.065,1.0
h1327,17164.3,0.416,0.0,1.0
h1328,18560.6,0.621,0.243,1.0
h1329,18362.6,0.418,0.522,1.0
h1330,20317.8,0.479,0.676,1.0
h1331,21391.5,0.45,0.836,1.0
h1332,21273.1,0.482,0.923,1.0
h1333,20055.2,0.508,0.955,1.0
h1334,21151.2,0.507,0.942,1.0
h1335,19636.8,0.412,0.851,1.0
h1336,18667.4,0.383,0.662,1.0
h1337,17768.6,0.673,0.459,1.0
h1338,17292.4,0.434,0.231,1.0
h1339,16504.7,0.529,0.0,1.0
h1340,16290.9,0.344,0.0,1.0
h1341,15729.5,0.45,0.009,1.0
h1342,15198.6,0.463,0.028,1.0
h1343,15320.6,0.511,0.026,1.0
h1344,15897.4,0.255,0.0,1.0
h1345,15882.9,0.486,0.0,1.0
h1346,14309.7,0.381,0.0,1.0
h1347,14003.1,0.499,0.004,1.0
h1348,17483.0,0.39,0.0,1.0
h1349,16428.7,0.405,0.018,1.0
h1350,18176.5,0.451,0.0,1.0
h1351,18248.7,0.389,0.0,1.0
h1352,18513.2,0.435,0.22,1.0
h1353,21050.7,0.378,0.481,1.0
h1354,21738.7,0.327,0.682,1.0
h1355,21003.7,0.555,0.79,1.0
h1356,19526.0,0.37,0.882,1.0
h1357,21090.6,0.459,0.962,1.0
h1358,21572.8,0.534,0.886,1.0
h1359,19632.7,0.425,0.782,1.0
h1360,20377.2,0.408,0.666,1.0
h1361,19534.1,0.492,0.466,1.0
h1362,19276.7,0.563,0.222,1.0
h1363,18179.9,0.381,0.0,1.0
h1364,16633.4,0.462,0.0,1.0
h1365,17802.2,0.336,0.0,1.0
h1366,16297.9,0.443,0.002,1.0
h1367,16160.9,0.477,0.0,1.0
h1368,15391.3,0.406,0.005,1.0
h1369,15941.3,0.438,0.026,1.0
h1370,15940.6,0.362,0.025,1.0
h1371,17035.1,0.481,0.039,1.0
h1372,19207.0,0.559,0.025,1.0
h1373,17500.1,0.387,0.007,1.0
h1374,18112.8,0.425,0.0,1.0
h1375,21379.4,0.515,0.0,1.0
h1376,20773.9,0.572,0.222,1.0
