'demand' 'cf_wind' 'cf_solar' 'cf_gas' 'co2_gas'
h581 18492.9 0.460 0.001 1.0 0.400
h582 19502.5 0.509 0.019 1.0 0.400
h583 19966.2 0.498 0.065 1.0 0.400
h584 20249.1 0.371 0.276 1.0 0.400
h585 19696.9 0.436 0.496 1.0 0.400
h586 20149.7 0.424 0.761 1.0 0.400
h587 20993.8 0.441 0.852 1.0 0.400
h588 20251.9 0.609 0.941 1.0 0.400
h589 20282.5 0.435 1.000 1.0 0.400
h590 20083.4 0.470 0.973 1.0 0.400
h591 19913.2 0.440 0.924 1.0 0.400
h592 19302.0 0.430 0.688 1.0 0.400
h593 18142.9 0.243 0.534 1.0 0.400
h594 18302.0 0.460 0.286 1.0 0.400
h595 15897.3 0.505 0.000 1.0 0.400
h596 16495.3 0.265 0.013 1.0 0.400
h597 14998.3 0.389 0.018 1.0 0.400
h598 14439.7 0.350 0.000 1.0 0.400
h599 13318.4 0.412 0.015 1.0 0.400
h600 15190.6 0.323 0.022 1.0 0.400
h601 15184.8 0.275 0.032 1.0 0.400
h602 14152.7 0.320 0.014 1.0 0.400
h603 14330.2 0.298 0.000 1.0 0.400
h604 15258.5 0.346 0.022 1.0 0.400
h605 16642.1 0.315 0.012 1.0 0.400
h606 16091.6 0.536 0.034 1.0 0.400
h607 17169.9 0.540 0.012 1.0 0.400
h608 18055.2 0.307 0.314 1.0 0.400
h609 19817.8 0.514 0.491 1.0 0.400
h610 19143.0 0.501 0.675 1.0 0.400
h611 19760.9 0.385 0.830 1.0 0.400
h612 21539.9 0.372 0.955 1.0 0.400
h613 21351.9 0.416 0.992 1.0 0.400
h614 19570.8 0.498 0.986 1.0 0.400
h615 18378.3 0.388 0.872 1.0 0.400
h616 18313.8 0.467 0.691 1.0 0.400
h617 18182.4 0.534 0.515 1.0 0.400
h618 17690.0 0.505 0.225 1.0 0.400
h619 15845.7 0.456 0.000 1.0 0.400
h620 15494.6 0.346 0.007 1.0 0.400
h621 14939.2 0.462 0.022 1.0 0.400
h622 14568.7 0.636 0.000 1.0 0.400
h623 13890.6 0.404 0.007 1.0 0.400
h624 14299.1 0.534 0.047 1.0 0.400
h625 14115.4 0.418 0.000 1.0 0.400
h626 13573.2 0.455 0.005 1.0 0.400
h627 13733.9 0.436 0.000 1.0 0.400
h628 14959.1 0.403 0.024 1.0 0.400
h629 16436.4 0.417 0.006 1.0 0.400
h630 15550.4 0.314 0.000 1.0 0.400
h631 18448.2 0.467 0.000 1.0 0.400
h632 18509.3 0.491 0.244 1.0 0.400
h633 18383.7 0.366 0.503 1.0 0.400
h634 17962.9 0.426 0.674 1.0 0.400
h635 18605.5 0.397 0.883 1.0 0.400
h636 18675.2 0.402 1.000 1.0 0.400
h637 19869.4 0.512 1.000 1.0 0.400
h638 21591.1 0.398 0.954 1.0 0.400
h639 17939.5 0.366 0.820 1.0 0.400
h640 18482.3 0.317 0.714 1.0 0.400
h641 18094.7 0.442 0.471 1.0 0.400
h642 15986.8 0.424 0.299 1.0 0.400
h643 13626.9 0.406 0.007 1.0 0.400
h644 14901.8 0.362 0.000 1.0 0.400
h645 15694.4 0.396 0.000 1.0 0.400
h646 14943.3 0.522 0.000 1.0 0.400
h647 14989.5 0.404 0.000 1.0 0.400
h648 14813.6 0.303 0.000 1.0 0.400
h649 14796.0 0.378 0.000 1.0 0.400
h650 14258.3 0.527 0.000 1.0 0.400
h651 14999.3 0.535 0.000 1.0 0.400
h652 17610.4 0.385 0.000 1.0 0.400
h653 17011.3 0.336 0.031 1.0 0.400
h654 17582.3 0.321 0.000 1.0 0.400
h655 17913.7 0.476 0.050 1.0 0.400
h656 19105.9 0.455 0.246 1.0 0.400
h657 18459.5 0.457 0.551 1.0 0.400
h658 20801.5 0.402 0.740 1.0 0.400
h659 19625.5 0.321 0.852 1.0 0.400
h660 21494.7 0.468 0.962 1.0 0.400
h661 19660.8 0.526 0.986 1.0 0.400
h662 20320.5 0.458 0.971 1.0 0.400
h663 20936.3 0.351 0.822 1.0 0.400
h664 19039.7 0.527 0.678 1.0 0.400
h665 17078.9 0.512 0.524 1.0 0.400
h666 17868.9 0.297 0.293 1.0 0.400
h667 16741.1 0.432 0.002 1.0 0.400
h668 16525.1 0.326 0.000 1.0 0.400
h669 15758.2 0.412 0.000 1.0 0.400
h670 16404.5 0.443 0.000 1.0 0.400
h671 13579.3 0.503 0.000 1.0 0.400
h672 15365.8 0.365 0.014 1.0 0.400
h673 14310.9 0.380 0.009 1.0 0.400
h674 14861.3 0.336 0.000 1.0 0.400
h675 16350.3 0.534 0.000 1.0 0.400
h676 17908.5 0.529 0.061 1.0 0.400
h677 17855.5 0.401 0.000 1.0 0.400
h678 18582.0 0.511 0.006 1.0 0.400
h679 19816.7 0.423 0.019 1.0 0.400
h680 19554.6 0.407 0.248 1.0 0.400
h681 21658.0 0.426 0.538 1.0 0.400
h682 19553.1 0.481 0.729 1.0 0.400
h683 20830.6 0.319 0.868 1.0 0.400
h684 21086.0 0.420 1.000 1.0 0.400
h685 21279.7 0.434 0.979 1.0 0.400
h686 20767.2 0.468 0.938 1.0 0.400
h687 20468.3 0.542 0.850 1.0 0.400
h688 20715.1 0.443 0.729 1.0 0.400
h689 20069.8 0.556 0.502 1.0 0.400
h690 17735.4 0.440 0.209 1.0 0.400
h691 18753.3 0.441 0.000 1.0 0.400
h692 17569.8 0.299 0.000 1.0 0.400
h693 17880.2 0.415 0.000 1.0 0.400
h694 16305.8 0.429 0.000 1.0 0.400
h695 16899.4 0.276 0.000 1.0 0.400
h696 16719.0 0.489 0.000 1.0 0.400
h697 14929.2 0.563 0.047 1.0 0.400
h698 16248.0 0.499 0.000 1.0 0.400
h699 16707.9 0.477 0.000 1.0 0.400
h700 17071.1 0.393 0.019 1.0 0.400
h701 18741.8 0.548 0.009 1.0 0.400
h702 19562.8 0.457 0.000 1.0 0.400
h703 21347.3 0.391 0.026 1.0 0.400
h704 20455.3 0.514 0.285 1.0 0.400
h705 21051.5 0.528 0.481 1.0 0.400
h706 22320.2 0.265 0.687 1.0 0.400
h707 22066.4 0.400 0.831 1.0 0.400
h708 22715.6 0.401 0.941 1.0 0.400
h709 21885.1 0.343 0.958 1.0 0.400
h710 21548.9 0.378 0.958 1.0 0.400
h711 21224.6 0.280 0.830 1.0 0.400
h712 19665.5 0.227 0.720 1.0 0.400
h713 20546.9 0.502 0.504 1.0 0.400
h714 18728.3 0.431 0.245 1.0 0.400
h715 18931.3 0.339 0.036 1.0 0.400
h716 17758.3 0.422 0.022 1.0 0.400
h717 17616.8 0.370 0.000 1.0 0.400
h718 17233.1 0.425 0.000 1.0 0.400
h719 16473.5 0.336 0.022 1.0 0.400
h720 17139.4 0.399 0.000 1.0 0.400
h721 16023.7 0.395 0.007 1.0 0.400
h722 17034.9 0.429 0.000 1.0 0.400
h723 15298.8 0.567 0.004 1.0 0.400
h724 17712.5 0.415 0.019 1.0 0.400
h725 20006.6 0.526 0.000 1.0 0.400
h726 19516.0 0.179 0.000 1.0 0.400
h727 20981.4 0.476 0.000 1.0 0.400
h728 21345.9 0.374 0.246 1.0 0.400
h729 20421.1 0.420 0.481 1.0 0.400
h730 21661.2 0.308 0.715 1.0 0.400
h731 21894.1 0.357 0.918 1.0 0.400
h732 23569.1 0.496 0.975 1.0 0.400
h733 21652.9 0.464 0.990 1.0 0.400
h734 22726.2 0.557 0.958 1.0 0.400
h735 21711.3 0.467 0.843 1.0 0.400
h736 20939.0 0.351 0.651 1.0 0.400
h737 20742.9 0.414 0.505 1.0 0.400
h738 18950.1 0.517 0.305 1.0 0.400
h739 19084.5 0.478 0.009 1.0 0.400
h740 17166.9 0.463 0.000 1.0 0.400
h741 17026.0 0.371 0.011 1.0 0.400
h742 15855.8 0.358 0.039 1.0 0.400
h743 15701.8 0.480 0.047 1.0 0.400
h744 16219.7 0.465 0.000 1.0 0.400
h745 16779.5 0.502 0.027 1.0 0.400
h746 16479.0 0.397 0.000 1.0 0.400
h747 16196.9 0.505 0.003 1.0 0.400
h748 17494.2 0.382 0.000 1.0 0.400
h749 18555.9 0.388 0.050 1.0 0.400
h750 19794.0 0.385 0.000 1.0 0.400
h751 19795.4 0.352 0.000 1.0 0.400
h752 20448.7 0.339 0.263 1.0 0.400
h753 20761.2 0.383 0.475 1.0 0.400
h754 20576.2 0.563 0.706 1.0 0.400
h755 21362.5 0.333 0.854 1.0 0.400
h756 20163.6 0.432 0.987 1.0 0.400
h757 20919.3 0.267 1.000 1.0 0.400
h758 19719.9 0.486 0.985 1.0 0.400
h759 20174.6 0.501 0.874 1.0 0.400
h760 19516.3 0.340 0.736 1.0 0.400
h761 17879.5 0.413 0.525 1.0 0.400
h762 17195.8 0.387 0.271 1.0 0.400
h763 16122.2 0.370 0.000 1.0 0.400
h764 16308.4 0.466 0.008 1.0 0.400
h765 15180.6 0.441 0.040 1.0 0.400
h766 16498.8 0.422 0.005 1.0 0.400
h767 13436.0 0.383 0.007 1.0 0.400
h768 14121.3 0.405 0.000 1.0 0.400
h769 14997.0 0.355 0.010 1.0 0.400
h770 14624.8 0.511 0.046 1.0 0.400
h771 15933.6 0.451 0.000 1.0 0.400
h772 16116.5 0.384 0.000 1.0 0.400
h773 15946.5 0.505 0.000 1.0 0.400
h774 16111.5 0.424 0.001 1.0 0.400
h775 17339.3 0.358 0.000 1.0 0.400
h776 17830.9 0.527 0.281 1.0 0.400
h777 18819.9 0.274 0.474 1.0 0.400
h778 19341.5 0.308 0.736 1.0 0.400
h779 18300.3 0.477 0.883 1.0 0.400
h780 19488.5 0.380 0.967 1.0 0.400
h781 19644.2 0.526 0.993 1.0 0.400
h782 18712.7 0.570 0.962 1.0 0.400
h783 18436.2 0.338 0.840 1.0 0.400
h784 17522.4 0.322 0.660 1.0 0.400
h785 16444.1 0.424 0.506 1.0 0.400
h786 16096.2 0.487 0.244 1.0 0.400
h787 15434.2 0.419 0.002 1.0 0.400
h788 16053.1 0.568 0.000 1.0 0.400
h789 13026.5 0.576 0.027 1.0 0.400
h790 13717.8 0.391 0.008 1.0 0.400
h791 14411.6 0.445 0.008 1.0 0.400
h792 13395.6 0.499 0.041 1.0 0.400
h793 15889.1 0.432 0.000 1.0 0.400
h794 13851.1 0.411 0.019 1.0 0.400
h795 14214.5 0.499 0.060 1.0 0.400
h796 14777.8 0.339 0.042 1.0 0.400
h797 15005.5 0.441 0.000 1.0 0.400
h798 15325.6 0.550 0.001 1.0 0.400
h799 16811.0 0.551 0.055 1.0 0.400
h800 17777.4 0.444 0.242 1.0 0.400
h801 19458.8 0.412 0.455 1.0 0.400
h802 19248.5 0.530 0.664 1.0 0.400
h803 20156.1 0.471 0.869 1.0 0.400
h804 19375.1 0.525 0.984 1.0 0.400
h805 19749.4 0.497 0.988 1.0 0.400
h806 19250.1 0.435 0.934 1.0 0.400
h807 19096.7 0.610 0.867 1.0 0.400
h808 17229.8 0.479 0.685 1.0 0.400
h809 16614.1 0.472 0.510 1.0 0.400
h810 17429.8 0.531 0.269 1.0 0.400
h811 15464.1 0.458 0.000 1.0 0.400
h812 15308.0 0.320 0.000 1.0 0.400
h813 14852.6 0.469 0.000 1.0 0.400
h814 13929.2 0.380 0.000 1.0 0.400
h815 14191.6 0.275 0.000 1.0 0.400
h816 13731.3 0.327 0.000 1.0 0.400
h817 14715.6 0.467 0.000 1.0 0.400
h818 13961.4 0.316 0.042 1.0 0.400
h819 13768.8 0.390 0.034 1.0 0.400
h820 15636.5 0.444 0.000 1.0 0.400
h821 16502.3 0.510 0.000 1.0 0.400
h822 17250.6 0.327 0.008 1.0 0.400
h823 16485.9 0.455 0.000 1.0 0.400
h824 19966.5 0.382 0.296 1.0 0.400
h825 20631.6 0.345 0.472 1.0 0.400
h826 19695.7 0.385 0.698 1.0 0.400
h827 20353.3 0.487 0.891 1.0 0.400
h828 20598.9 0.375 0.938 1.0 0.400
h829 19051.3 0.405 0.994 1.0 0.400
h830 20764.9 0.571 0.927 1.0 0.400
h831 18810.5 0.449 0.881 1.0 0.400
h832 19560.8 0.422 0.732 1.0 0.400
h833 17524.6 0.463 0.521 1.0 0.400
h834 17750.7 0.365 0.218 1.0 0.400
h835 16896.3 0.513 0.027 1.0 0.400
h836 16463.8 0.496 0.042 1.0 0.400
h837 14727.6 0.442 0.000 1.0 0.400
h838 14174.3 0.344 0.000 1.0 0.400
h839 14702.7 0.403 0.021 1.0 0.400
h840 14695.0 0.478 0.000 1.0 0.400
h841 15405.6 0.324 0.000 1.0 0.400
h842 15619.0 0.447 0.000 1.0 0.400
h843 14976.2 0.650 0.000 1.0 0.400
h844 17579.7 0.413 0.015 1.0 0.400
h845 16383.2 0.352 0.000 1.0 0.400
h846 16900.5 0.441 0.000 1.0 0.400
h847 17936.0 0.535 0.000 1.0 0.400
h848 19825.6 0.470 0.267 1.0 0.400
h849 21658.4 0.501 0.489 1.0 0.400
h850 21196.0 0.305 0.705 1.0 0.400
h851 22368.0 0.420 0.794 1.0 0.400
h852 22597.3 0.335 0.968 1.0 0.400
h853 21555.0 0.433 0.979 1.0 0.400
h854 20438.3 0.463 0.975 1.0 0.400
h855 19690.5 0.452 0.896 1.0 0.400
h856 20591.2 0.335 0.705 1.0 0.400
h857 19880.9 0.393 0.526 1.0 0.400
h858 19472.8 0.378 0.192 1.0 0.400
h859 17285.5 0.429 0.000 1.0 0.400
h860 17032.8 0.438 0.000 1.0 0.400
h861 17288.0 0.433 0.034 1.0 0.400
h862 17248.6 0.517 0.000 1.0 0.400
h863 16013.2 0.468 0.004 1.0 0.400
h864 16921.0 0.402 0.000 1.0 0.400
h865 17259.7 0.404 0.000 1.0 0.400
h866 16987.2 0.455 0.038 1.0 0.400
h867 16764.8 0.477 0.025 1.0 0.400
h868 18632.7 0.439 0.056 1.0 0.400
h869 17197.8 0.297 0.019 1.0 0.400
h870 19245.9 0.601 0.000 1.0 0.400
h871 20008.8 0.394 0.006 1.0 0.400
h872 19298.7 0.286 0.274 1.0 0.400
h873 21913.9 0.440 0.535 1.0 0.400
h874 22927.1 0.438 0.665 1.0 0.400
h875 23416.1 0.510 0.821 1.0 0.400
h876 21858.9 0.545 0.950 1.0 0.400
h877 21857.4 0.393 0.964 1.0 0.400
h878 21377.7 0.520 0.961 1.0 0.400
h879 22156.1 0.475 0.849 1.0 0.400
h880 20900.7 0.375 0.769 1.0 0.400
h881 20724.6 0.289 0.479 1.0 0.400
h882 19301.5 0.336 0.208 1.0 0.400
h883 18306.3 0.437 0.000 1.0 0.400
h884 18310.2 0.428 0.011 1.0 0.400
h885 17459.5 0.529 0.014 1.0 0.400
h886 16992.9 0.344 0.013 1.0 0.400
h887 16561.5 0.401 0.000 1.0 0.400
h888 18129.3 0.617 0.021 1.0 0.400
h889 16253.1 0.511 0.000 1.0 0.400
h890 16105.0 0.304 0.002 1.0 0.400
h891 16051.0 0.413 0.009 1.0 0.400
h892 17915.6 0.463 0.004 1.0 0.400
h893 19513.1 0.395 0.000 1.0 0.400
h894 18375.3 0.452 0.000 1.0 0.400
h895 21014.1 0.397 0.000 1.0 0.400
h896 21396.4 0.567 0.253 1.0 0.400
h897 21817.2 0.400 0.463 1.0 0.400
h898 21322.2 0.502 0.654 1.0 0.400
h899 23531.3 0.553 0.828 1.0 0.400
h900 22356.4 0.308 0.952 1.0 0.400
h901 21195.1 0.489 1.000 1.0 0.400
h902 22032.3 0.428 0.912 1.0 0.400
h903 22057.9 0.593 0.884 1.0 0.400
h904 20438.8 0.546 0.669 1.0 0.400
h905 21462.1 0.509 0.530 1.0 0.400
h906 18965.6 0.263 0.307 1.0 0.400
h907 18232.6 0.600 0.016 1.0 0.400
h908 17778.9 0.488 0.006 1.0 0.400
h909 17557.8 0.440 0.000 1.0 0.400
h910 16054.4 0.507 0.000 1.0 0.400
h911 15986.1 0.353 0.000 1.0 0.400
h912 14186.7 0.382 0.026 1.0 0.400
h913 16446.4 0.338 0.000 1.0 0.400
h914 15899.1 0.562 0.004 1.0 0.400
h915 14986.0 0.342 0.000 1.0 0.400
h916 18454.3 0.461 0.000 1.0 0.400
h917 17946.1 0.397 0.000 1.0 0.400
h918 18574.8 0.290 0.000 1.0 0.400
h919 19936.5 0.194 0.042 1.0 0.400
h920 18357.5 0.510 0.257 1.0 0.400
h921 21636.9 0.518 0.486 1.0 0.400
h922 21433.9 0.358 0.732 1.0 0.400
h923 21609.8 0.486 0.877 1.0 0.400
h924 20024.8 0.546 0.940 1.0 0.400
h925 20318.6 0.507 1.000 1.0 0.400
h926 20705.5 0.303 1.000 1.0 0.400
h927 19809.8 0.302 0.891 1.0 0.400
h928 18618.0 0.425 0.705 1.0 0.400
h929 19222.8 0.294 0.513 1.0 0.400
h930 16416.8 0.434 0.251 1.0 0.400
h931 18375.6 0.423 0.000 1.0 0.400
h932 17274.9 0.597 0.000 1.0 0.400
h933 16035.4 0.400 0.032 1.0 0.400
h934 15425.7 0.249 0.000 1.0 0.400
h935 14351.4 0.487 0.013 1.0 0.400
h936 14273.0 0.479 0.055 1.0 0.400
h937 14869.3 0.399 0.007 1.0 0.400
h938 16241.7 0.340 0.000 1.0 0.400
h939 14494.7 0.385 0.000 1.0 0.400
h940 17279.6 0.575 0.019 1.0 0.400
h941 16637.0 0.341 0.005 1.0 0.400
h942 17040.4 0.509 0.007 1.0 0.400
h943 18533.0 0.473 0.000 1.0 0.400
h944 18700.2 0.350 0.267 1.0 0.400
h945 19305.6 0.462 0.487 1.0 0.400
h946 19199.7 0.547 0.743 1.0 0.400
h947 20150.1 0.451 0.906 1.0 0.400
h948 19117.1 0.335 0.938 1.0 0.400
h949 18913.4 0.458 1.000 1.0 0.400
h950 19351.7 0.624 0.929 1.0 0.400
h951 18605.3 0.574 0.876 1.0 0.400
h952 18354.0 0.417 0.695 1.0 0.400
h953 16418.6 0.408 0.524 1.0 0.400
h954 17038.1 0.537 0.252 1.0 0.400
h955 13665.6 0.559 0.042 1.0 0.400
h956 15982.1 0.420 0.019 1.0 0.400
h957 15049.0 0.463 0.007 1.0 0.400
h958 15613.3 0.310 0.000 1.0 0.400
h959 13223.4 0.391 0.027 1.0 0.400
h960 14478.5 0.504 0.062 1.0 0.400
h961 13220.2 0.387 0.044 1.0 0.400
h962 14642.6 0.561 0.000 1.0 0.400
h963 14542.5 0.433 0.014 1.0 0.400
h964 15980.3 0.347 0.040 1.0 0.400
h965 14571.0 0.337 0.000 1.0 0.400
h966 16518.0 0.405 0.000 1.0 0.400
h967 17378.8 0.301 0.000 1.0 0.400
h968 15577.7 0.433 0.229 1.0 0.400
h969 18095.7 0.334 0.521 1.0 0.400
h970 18944.1 0.372 0.680 1.0 0.400
h971 19771.7 0.586 0.903 1.0 0.400
h972 19305.6 0.351 0.987 1.0 0.400
h973 17605.8 0.252 1.000 1.0 0.400
h974 20379.8 0.422 0.954 1.0 0.400
h975 18687.6 0.348 0.875 1.0 0.400
h976 17560.9 0.440 0.721 1.0 0.400
h977 15379.7 0.432 0.529 1.0 0.400
h978 16279.5 0.522 0.292 1.0 0.400
h979 15609.4 0.568 0.000 1.0 0.400
h980 15784.1 0.501 0.036 1.0 0.400
h981 14886.7 0.477 0.000 1.0 0.400
h982 13253.2 0.438 0.004 1.0 0.400
h983 13607.8 0.422 0.000 1.0 0.400
h984 14953.8 0.398 0.006 1.0 0.400
h985 13707.2 0.439 0.000 1.0 0.400
h986 14442.3 0.434 0.000 1.0 0.400
h987 15260.4 0.521 0.000 1.0 0.400
h988 14624.2 0.571 0.000 1.0 0.400
h989 16120.0 0.513 0.000 1.0 0.400
h990 16787.9 0.309 0.000 1.0 0.400
h991 18294.3 0.424 0.017 1.0 0.400
h992 18503.5 0.400 0.265 1.0 0.400
h993 19183.8 0.435 0.460 1.0 0.400
h994 19817.3 0.288 0.736 1.0 0.400
h995 19635.2 0.245 0.821 1.0 0.400
h996 20529.8 0.439 0.968 1.0 0.400
h997 19854.8 0.402 0.971 1.0 0.400
h998 20941.2 0.343 0.971 1.0 0.400
h999 19319.5 0.381 0.841 1.0 0.400
h1000 18998.3 0.447 0.650 1.0 0.400
h1001 18125.5 0.295 0.504 1.0 0.400
h1002 16569.5 0.536 0.227 1.0 0.400
h1003 18374.2 0.573 0.018 1.0 0.400
h1004 15474.3 0.336 0.008 1.0 0.400
h1005 15307.0 0.649 0.000 1.0 0.400
h1006 14911.8 0.408 0.031 1.0 0.400
h1007 15107.1 0.423 0.084 1.0 0.400
h1008 14090.5 0.311 0.000 1.0 0.400
h1009 14560.2 0.309 0.000 1.0 0.400
h1010 15731.9 0.454 0.024 1.0 0.400
h1011 18140.2 0.415 0.000 1.0 0.400
h1012 16241.4 0.500 0.038 1.0 0.400
h1013 19614.6 0.385 0.040 1.0 0.400
h1014 19148.1 0.410 0.036 1.0 0.400
h1015 19524.7 0.469 0.000 1.0 0.400
h1016 21237.7 0.417 0.302 1.0 0.400
h1017 19430.3 0.497 0.469 1.0 0.400
h1018 21967.7 0.570 0.644 1.0 0.400
h1019 22319.7 0.451 0.893 1.0 0.400
h1020 22221.2 0.462 0.928 1.0 0.400
h1021 20604.5 0.354 0.966 1.0 0.400
h1022 20962.1 0.534 0.956 1.0 0.400
h1023 21394.6 0.355 0.864 1.0 0.400
h1024 19969.6 0.382 0.677 1.0 0.400
h1025 17878.7 0.558 0.430 1.0 0.400
h1026 17425.4 0.467 0.273 1.0 0.400
h1027 17648.8 0.498 0.000 1.0 0.400
h1028 18635.9 0.585 0.000 1.0 0.400
h1029 16221.9 0.412 0.061 1.0 0.400
h1030 15752.9 0.379 0.033 1.0 0.400
h1031 15661.9 0.468 0.036 1.0 0.400
h1032 16032.2 0.509 0.000 1.0 0.400
h1033 16153.6 0.429 0.023 1.0 0.400
h1034 16342.2 0.415 0.017 1.0 0.400
h1035 17206.9 0.402 0.005 1.0 0.400
h1036 17167.5 0.306 0.027 1.0 0.400
h1037 17414.6 0.438 0.061 1.0 0.400
h1038 18568.4 0.334 0.000 1.0 0.400
h1039 19243.3 0.421 0.000 1.0 0.400
h1040 22303.0 0.555 0.258 1.0 0.400
h1041 20978.5 0.501 0.503 1.0 0.400
h1042 22273.8 0.405 0.727 1.0 0.400
h1043 20182.8 0.376 0.869 1.0 0.400
h1044 23424.3 0.380 0.961 1.0 0.400
h1045 22163.5 0.410 1.000 1.0 0.400
h1046 21595.5 0.360 0.940 1.0 0.400
h1047 21420.7 0.484 0.896 1.0 0.400
h1048 21086.2 0.425 0.678 1.0 0.400
h1049 19831.3 0.478 0.492 1.0 0.400
h1050 19599.9 0.447 0.279 1.0 0.400
h1051 19222.1 0.464 0.000 1.0 0.400
h1052 18257.7 0.311 0.000 1.0 0.400
h1053 17886.4 0.424 0.065 1.0 0.400
h1054 16829.0 0.438 0.000 1.0 0.400
h1055 16171.5 0.427 0.000 1.0 0.400
h1056 16843.7 0.617 0.000 1.0 0.400
h1057 16368.5 0.544 0.000 1.0 0.400
h1058 15993.3 0.514 0.000 1.0 0.400
h1059 17853.8 0.314 0.000 1.0 0.400
h1060 16992.8 0.366 0.028 1.0 0.400
h1061 17493.2 0.504 0.018 1.0 0.400
h1062 19961.6 0.454 0.000 1.0 0.400
h1063 20386.4 0.514 0.000 1.0 0.400
h1064 19790.3 0.334 0.258 1.0 0.400
h1065 21047.6 0.307 0.508 1.0 0.400
h1066 23332.9 0.532 0.752 1.0 0.400
h1067 22091.1 0.597 0.863 1.0 0.400
h1068 21372.9 0.489 0.899 1.0 0.400
h1069 21714.1 0.503 0.943 1.0 0.400
h1070 21384.1 0.368 0.930 1.0 0.400
h1071 22342.6 0.657 0.827 1.0 0.400
h1072 20252.5 0.500 0.675 1.0 0.400
h1073 20809.9 0.388 0.511 1.0 0.400
h1074 20770.7 0.434 0.282 1.0 0.400
h1075 18914.8 0.353 0.031 1.0 0.400
h1076 18100.0 0.397 0.003 1.0 0.400
h1077 16391.7 0.339 0.000 1.0 0.400
h1078 17534.7 0.406 0.000 1.0 0.400
h1079 15739.8 0.445 0.000 1.0 0.400
h1080 15374.7 0.519 0.033 1.0 0.400
h1081 16361.0 0.427 0.045 1.0 0.400
h1082 15671.7 0.299 0.011 1.0 0.400
h1083 16138.6 0.412 0.013 1.0 0.400
h1084 15454.4 0.408 0.060 1.0 0.400
h1085 17073.2 0.433 0.000 1.0 0.400
h1086 18654.0 0.409 0.001 1.0 0.400
h1087 19324.8 0.312 0.000 1.0 0.400
h1088 19662.9 0.395 0.298 1.0 0.400
h1089 22770.2 0.475 0.548 1.0 0.400
h1090 19726.7 0.485 0.679 1.0 0.400
h1091 20266.8 0.363 0.864 1.0 0.400
h1092 20011.2 0.368 0.962 1.0 0.400
h1093 20575.9 0.355 0.991 1.0 0.400
h1094 21266.8 0.325 0.926 1.0 0.400
h1095 20464.1 0.478 0.842 1.0 0.400
h1096 19757.3 0.441 0.663 1.0 0.400
h1097 17594.5 0.409 0.517 1.0 0.400
h1098 17178.3 0.408 0.254 1.0 0.400
h1099 17629.8 0.461 0.000 1.0 0.400
h1100 16912.6 0.569 0.000 1.0 0.400
h1101 13573.4 0.419 0.006 1.0 0.400
h1102 14204.7 0.470 0.020 1.0 0.400
h1103 14848.1 0.511 0.000 1.0 0.400
h1104 13814.0 0.446 0.014 1.0 0.400
h1105 13389.6 0.534 0.000 1.0 0.400
h1106 14840.9 0.424 0.000 1.0 0.400
h1107 14766.8 0.351 0.000 1.0 0.400
h1108 15706.6 0.431 0.000 1.0 0.400
h1109 16400.2 0.345 0.000 1.0 0.400
h1110 16873.7 0.470 0.022 1.0 0.400
h1111 19689.6 0.487 0.043 1.0 0.400
h1112 17348.4 0.562 0.251 1.0 0.400
h1113 19695.8 0.411 0.508 1.0 0.400
h1114 20154.9 0.454 0.688 1.0 0.400
h1115 20269.1 0.341 0.790 1.0 0.400
h1116 20728.7 0.446 0.964 1.0 0.400
h1117 19098.4 0.537 0.967 1.0 0.400
h1118 19132.0 0.435 0.999 1.0 0.400
h1119 18715.5 0.513 0.861 1.0 0.400
h1120 18981.8 0.403 0.685 1.0 0.400
h1121 18211.0 0.495 0.477 1.0 0.400
h1122 14982.7 0.504 0.265 1.0 0.400
h1123 14343.4 0.499 0.049 1.0 0.400
h1124 14732.8 0.443 0.000 1.0 0.400
h1125 15081.8 0.496 0.000 1.0 0.400
h1126 14591.7 0.361 0.067 1.0 0.400
h1127 15130.7 0.462 0.000 1.0 0.400
h1128 14054.1 0.413 0.014 1.0 0.400
h1129 14158.4 0.339 0.000 1.0 0.400
h1130 14268.7 0.339 0.000 1.0 0.400
h1131 14269.8 0.492 0.016 1.0 0.400
h1132 15956.4 0.602 0.042 1.0 0.400
h1133 15745.8 0.414 0.000 1.0 0.400
h1134 17087.1 0.494 0.000 1.0 0.400
h1135 18030.9 0.450 0.036 1.0 0.400
h1136 18307.3 0.572 0.278 1.0 0.400
h1137 19318.8 0.451 0.536 1.0 0.400
h1138 20275.5 0.517 0.703 1.0 0.400
h1139 19557.3 0.380 0.836 1.0 0.400
h1140 19439.4 0.543 0.923 1.0 0.400
h1141 19775.9 0.483 0.926 1.0 0.400
h1142 20712.0 0.435 0.946 1.0 0.400
h1143 19106.0 0.374 0.861 1.0 0.400
h1144 16557.2 0.391 0.751 1.0 0.400
h1145 16834.2 0.461 0.432 1.0 0.400
h1146 15736.4 0.457 0.260 1.0 0.400
h1147 16915.2 0.540 0.045 1.0 0.400
h1148 14593.9 0.545 0.014 1.0 0.400
h1149 12907.8 0.396 0.000 1.0 0.400
h1150 13454.7 0.400 0.020 1.0 0.400
h1151 14502.7 0.400 0.028 1.0 0.400
h1152 12820.9 0.421 0.057 1.0 0.400
h1153 12800.8 0.554 0.000 1.0 0.400
h1154 14614.7 0.445 0.021 1.0 0.400
h1155 13991.5 0.309 0.000 1.0 0.400
